epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
9,73.959,0.71332,0.93341,1.73193,0.66977,0.75069,0.75597,0.62979,0.64305,0.83845,1.85938,0.001067,0.001067,0.001067
10,82.0938,0.70765,0.88497,1.72811,0.77205,0.78795,0.82794,0.67463,0.63681,0.77782,1.7153,0.0010615,0.0010615,0.0010615
11,90.1446,0.67049,0.85816,1.68915,0.67012,0.82201,0.78457,0.64806,0.60769,0.79267,1.7186,0.00105601,0.00105601,0.00105601
12,98.2736,0.66246,0.82281,1.69817,0.78148,0.78768,0.81433,0.68454,0.59872,0.7487,1.68356,0.00105051,0.00105051,0.00105051
13,105.895,0.66059,0.83998,1.72777,0.77587,0.80261,0.81949,0.69461,0.56224,0.72591,1.75276,0.00104501,0.00104501,0.00104501
14,114.133,0.63619,0.78615,1.67646,0.58265,0.69626,0.65095,0.53379,0.66235,1.11349,1.70552,0.00103951,0.00103951,0.00103951
15,122.293,0.63792,0.81471,1.68578,0.77921,0.81869,0.84132,0.72134,0.52778,0.7224,1.71348,0.00103401,0.00103401,0.00103401
16,130.387,0.63008,0.78263,1.68201,0.77217,0.73816,0.78776,0.66879,0.55534,0.73373,1.69242,0.00102851,0.00102851,0.00102851
17,138.277,0.61228,0.76696,1.66227,0.77973,0.79868,0.82595,0.72128,0.51351,0.72,1.71539,0.00102301,0.00102301,0.00102301
18,146.433,0.60545,0.70779,1.64666,0.77581,0.82568,0.86068,0.73716,0.52556,0.65908,1.71265,0.00101751,0.00101751,0.00101751
19,154.633,0.61229,0.72798,1.68333,0.76956,0.82504,0.84075,0.72094,0.52035,0.64611,1.68652,0.00101201,0.00101201,0.00101201
20,162.432,0.60091,0.70886,1.64999,0.80272,0.82346,0.84585,0.73741,0.50855,0.65124,1.68482,0.00100651,0.00100651,0.00100651
21,170.378,0.59569,0.69358,1.67799,0.83304,0.80283,0.85963,0.7429,0.49592,0.62111,1.69936,0.00100101,0.00100101,0.00100101
22,178.352,0.57994,0.66396,1.68564,0.83716,0.83521,0.87038,0.74694,0.55284,0.63751,1.75607,0.000995512,0.000995512,0.000995512
23,185.911,0.61459,0.69893,1.67377,0.8247,0.82384,0.87746,0.76268,0.49655,0.60911,1.67623,0.000990012,0.000990012,0.000990012
24,193.893,0.5627,0.62259,1.64517,0.80203,0.86327,0.86662,0.75909,0.48624,0.57242,1.6653,0.000984513,0.000984513,0.000984513
25,201.951,0.56645,0.65683,1.67205,0.81279,0.75375,0.83015,0.71797,0.49677,0.66374,1.6749,0.000979013,0.000979013,0.000979013
26,210.413,0.57271,0.65194,1.64791,0.84438,0.81862,0.88725,0.77094,0.55148,0.61723,1.67279,0.000973514,0.000973514,0.000973514
27,218.22,0.56236,0.63159,1.64524,0.83846,0.83936,0.88872,0.79164,0.47532,0.54172,1.66253,0.000968014,0.000968014,0.000968014
28,226.156,0.55631,0.61501,1.63914,0.84242,0.8241,0.87611,0.78365,0.45814,0.57761,1.65072,0.000962515,0.000962515,0.000962515
29,234.076,0.5587,0.63806,1.66825,0.86545,0.80182,0.88267,0.77761,0.5005,0.60757,1.64598,0.000957015,0.000957015,0.000957015
30,241.814,0.55563,0.60537,1.64877,0.86955,0.8293,0.87853,0.77229,0.47742,0.61351,1.67779,0.000951516,0.000951516,0.000951516
31,249.593,0.55158,0.61139,1.64957,0.80927,0.81939,0.85272,0.74814,0.49472,0.60511,1.67372,0.000946016,0.000946016,0.000946016
32,257.389,0.55573,0.61254,1.63635,0.84146,0.83779,0.89362,0.78918,0.4877,0.59916,1.63467,0.000940517,0.000940517,0.000940517
33,265.091,0.54596,0.60095,1.622,0.83622,0.80207,0.86591,0.76612,0.44855,0.58117,1.67651,0.000935018,0.000935018,0.000935018
34,272.825,0.55533,0.60415,1.66645,0.89673,0.80971,0.89527,0.79305,0.47642,0.53744,1.64533,0.000929518,0.000929518,0.000929518
35,280.685,0.53561,0.59121,1.63519,0.8108,0.82745,0.87819,0.78186,0.4694,0.55549,1.64692,0.000924019,0.000924019,0.000924019
36,288.417,0.53415,0.59211,1.6402,0.88457,0.80876,0.89053,0.78258,0.46784,0.53419,1.63615,0.000918519,0.000918519,0.000918519
37,296.221,0.50948,0.55403,1.61886,0.8338,0.81001,0.86918,0.76587,0.46006,0.61379,1.66067,0.00091302,0.00091302,0.00091302
38,303.954,0.52996,0.55424,1.61459,0.86711,0.80852,0.88817,0.78986,0.44688,0.54535,1.67422,0.00090752,0.00090752,0.00090752
39,311.696,0.52841,0.5508,1.64106,0.88247,0.87165,0.90778,0.80916,0.45231,0.5338,1.68771,0.000902021,0.000902021,0.000902021
40,319.51,0.53435,0.56756,1.65317,0.85577,0.88423,0.9029,0.80574,0.45226,0.49284,1.65755,0.000896521,0.000896521,0.000896521
41,327.301,0.51967,0.5556,1.6379,0.87159,0.82908,0.90216,0.80285,0.47509,0.52365,1.63665,0.000891022,0.000891022,0.000891022
42,334.982,0.51537,0.54594,1.6206,0.84405,0.87429,0.90144,0.79466,0.45802,0.52973,1.64009,0.000885523,0.000885523,0.000885523
43,342.722,0.5065,0.52884,1.60025,0.90336,0.83357,0.90289,0.806,0.45289,0.48448,1.62721,0.000880023,0.000880023,0.000880023
44,350.502,0.5162,0.53918,1.6299,0.84551,0.83504,0.88755,0.78609,0.46074,0.5265,1.59749,0.000874524,0.000874524,0.000874524
45,358.187,0.51849,0.56295,1.60629,0.87743,0.85523,0.89802,0.8047,0.44302,0.51906,1.61169,0.000869024,0.000869024,0.000869024
46,365.916,0.49648,0.52703,1.60917,0.86924,0.8736,0.89398,0.80237,0.43257,0.49098,1.61768,0.000863525,0.000863525,0.000863525
47,373.749,0.48541,0.50165,1.60353,0.87808,0.82149,0.87726,0.79123,0.4333,0.53316,1.62921,0.000858025,0.000858025,0.000858025
48,381.915,0.49514,0.50662,1.60499,0.86025,0.85555,0.87747,0.78923,0.44071,0.5263,1.66079,0.000852526,0.000852526,0.000852526
49,390.133,0.4975,0.51729,1.61308,0.86394,0.83085,0.88037,0.78595,0.43499,0.53354,1.64563,0.000847026,0.000847026,0.000847026
50,398.351,0.49287,0.50215,1.61949,0.87938,0.84131,0.87936,0.7929,0.42909,0.55541,1.6224,0.000841527,0.000841527,0.000841527
51,406.07,0.48304,0.48943,1.59642,0.86688,0.85506,0.88801,0.80267,0.42918,0.48706,1.63132,0.000836027,0.000836027,0.000836027
52,413.823,0.48301,0.50716,1.61929,0.85238,0.90277,0.90996,0.82101,0.42272,0.47655,1.63652,0.000830528,0.000830528,0.000830528
53,421.676,0.48929,0.50468,1.61255,0.86044,0.85595,0.8985,0.81563,0.41543,0.49263,1.62317,0.000825029,0.000825029,0.000825029
54,429.311,0.49672,0.5092,1.61314,0.88975,0.8505,0.90114,0.81503,0.42177,0.50425,1.61872,0.000819529,0.000819529,0.000819529
55,437.041,0.48937,0.48301,1.61058,0.9004,0.8217,0.89061,0.80176,0.43838,0.50743,1.60176,0.00081403,0.00081403,0.00081403
56,444.737,0.47876,0.48124,1.60023,0.89484,0.82896,0.89148,0.80215,0.42433,0.4672,1.60034,0.00080853,0.00080853,0.00080853
57,452.559,0.47297,0.49913,1.59982,0.86721,0.88557,0.89433,0.80695,0.4314,0.47472,1.60859,0.000803031,0.000803031,0.000803031
58,460.423,0.47384,0.45652,1.60195,0.88976,0.85733,0.895,0.81279,0.42458,0.49887,1.612,0.000797531,0.000797531,0.000797531
59,468.282,0.4646,0.47038,1.59003,0.85678,0.86196,0.89535,0.8096,0.4165,0.49196,1.61451,0.000792032,0.000792032,0.000792032
60,476.164,0.46693,0.47265,1.59428,0.85771,0.90155,0.91283,0.82798,0.40754,0.45394,1.65666,0.000786532,0.000786532,0.000786532
61,484.104,0.46609,0.46436,1.61402,0.90154,0.82271,0.88284,0.79653,0.42799,0.5216,1.64136,0.000781033,0.000781033,0.000781033
62,491.902,0.46475,0.48226,1.57839,0.88745,0.84762,0.89814,0.81039,0.40744,0.47733,1.60904,0.000775534,0.000775534,0.000775534
63,499.88,0.46276,0.45715,1.61334,0.91586,0.85262,0.90962,0.82433,0.41229,0.4465,1.6221,0.000770034,0.000770034,0.000770034
64,507.793,0.46683,0.45208,1.59697,0.89992,0.86388,0.8983,0.81771,0.41366,0.45417,1.61802,0.000764535,0.000764535,0.000764535
65,515.675,0.46698,0.45406,1.59767,0.87758,0.85177,0.90846,0.81942,0.43818,0.48739,1.62167,0.000759035,0.000759035,0.000759035
66,523.395,0.46935,0.46156,1.60323,0.90507,0.84366,0.90275,0.81998,0.41942,0.46137,1.63299,0.000753536,0.000753536,0.000753536
67,531.218,0.4643,0.45635,1.60534,0.89885,0.85518,0.91313,0.82756,0.40135,0.43886,1.61297,0.000748036,0.000748036,0.000748036
68,539.462,0.45014,0.45128,1.57135,0.86297,0.88082,0.89892,0.81881,0.39895,0.43539,1.60092,0.000742537,0.000742537,0.000742537
69,547.643,0.4548,0.45079,1.62168,0.89642,0.86795,0.91859,0.83254,0.39665,0.43431,1.60972,0.000737037,0.000737037,0.000737037
70,555.45,0.45149,0.44279,1.58913,0.88138,0.86465,0.89175,0.81175,0.41629,0.43268,1.64867,0.000731538,0.000731538,0.000731538
71,562.989,0.47633,0.45073,1.60593,0.90533,0.86214,0.90659,0.82415,0.42102,0.42473,1.62525,0.000726038,0.000726038,0.000726038
72,570.715,0.44321,0.43666,1.59838,0.82917,0.87924,0.88051,0.79816,0.39806,0.42056,1.62905,0.000720539,0.000720539,0.000720539
73,578.513,0.44743,0.45607,1.57809,0.89239,0.85819,0.88418,0.80384,0.40438,0.45763,1.6262,0.00071504,0.00071504,0.00071504
74,586.393,0.46115,0.45662,1.6189,0.90997,0.83663,0.90639,0.82668,0.39768,0.43803,1.60451,0.00070954,0.00070954,0.00070954
75,594.124,0.44272,0.43267,1.5775,0.90618,0.86552,0.92093,0.83996,0.39248,0.41501,1.59738,0.000704041,0.000704041,0.000704041
76,601.872,0.44904,0.42811,1.58664,0.93665,0.84903,0.90425,0.82544,0.40628,0.41643,1.58662,0.000698541,0.000698541,0.000698541
77,609.633,0.44143,0.42443,1.58944,0.8899,0.8815,0.90737,0.83186,0.39289,0.42751,1.59622,0.000693042,0.000693042,0.000693042
78,617.323,0.43578,0.41977,1.58467,0.89821,0.85651,0.9035,0.82755,0.41356,0.43335,1.63073,0.000687542,0.000687542,0.000687542
79,624.987,0.43104,0.42793,1.57973,0.88425,0.85821,0.89239,0.82052,0.39804,0.43153,1.61478,0.000682043,0.000682043,0.000682043
80,632.691,0.43536,0.42005,1.59755,0.89222,0.86842,0.90627,0.82301,0.37445,0.43865,1.62464,0.000676543,0.000676543,0.000676543
81,640.372,0.42772,0.42726,1.55936,0.87257,0.87471,0.89777,0.82028,0.38888,0.44534,1.60276,0.000671044,0.000671044,0.000671044
82,648.25,0.42656,0.42368,1.5812,0.88837,0.88097,0.9042,0.82596,0.39686,0.43459,1.60683,0.000665545,0.000665545,0.000665545
83,656.108,0.4219,0.4129,1.58171,0.89171,0.87023,0.90683,0.82773,0.39943,0.44682,1.618,0.000660045,0.000660045,0.000660045
84,663.956,0.43029,0.42911,1.5746,0.86977,0.88227,0.90328,0.82705,0.3908,0.47486,1.61762,0.000654546,0.000654546,0.000654546
85,672.312,0.42352,0.42477,1.58772,0.86276,0.87326,0.89507,0.82206,0.38652,0.4589,1.60889,0.000649046,0.000649046,0.000649046
86,680.161,0.43309,0.43019,1.59108,0.90562,0.85646,0.91169,0.83817,0.38961,0.43868,1.60092,0.000643547,0.000643547,0.000643547
87,687.789,0.41481,0.41607,1.54183,0.88645,0.8517,0.89143,0.80833,0.39394,0.46137,1.60576,0.000638047,0.000638047,0.000638047
88,695.372,0.44098,0.44851,1.60478,0.91662,0.86083,0.90703,0.82535,0.39454,0.43707,1.5944,0.000632548,0.000632548,0.000632548
89,703.374,0.41842,0.42724,1.60231,0.87723,0.86762,0.90879,0.82033,0.39612,0.42695,1.61155,0.000627048,0.000627048,0.000627048
90,711.439,0.42745,0.42064,1.6045,0.91664,0.89152,0.9103,0.82884,0.3868,0.40373,1.60246,0.000621549,0.000621549,0.000621549
