epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,127.509,0.80933,0.84773,1.05553,0.78774,0.70529,0.81049,0.63251,0.79436,0.86468,1.06712,0.00103401,0.00103401,0.00103401
16,135.867,0.79507,0.81401,1.04402,0.79313,0.7842,0.84763,0.65229,0.7878,0.74951,1.052,0.00102851,0.00102851,0.00102851
17,144.33,0.76533,0.77106,1.0253,0.76457,0.71931,0.80128,0.61888,0.74048,0.80027,1.03454,0.00102301,0.00102301,0.00102301
18,152.799,0.75606,0.70826,1.01369,0.81809,0.77647,0.84204,0.66353,0.7101,0.65354,1.00221,0.00101751,0.00101751,0.00101751
19,161.186,0.76221,0.73693,1.02732,0.74423,0.75905,0.7765,0.59966,0.7853,0.76742,1.0776,0.00101201,0.00101201,0.00101201
20,169.567,0.76352,0.68991,1.03111,0.84469,0.79853,0.86561,0.67527,0.72706,0.61482,1.0339,0.00100651,0.00100651,0.00100651
21,177.92,0.74245,0.69088,1.02414,0.82583,0.79992,0.85187,0.68013,0.7043,0.66832,1.0096,0.00100101,0.00100101,0.00100101
22,187.475,0.73089,0.68895,1.02395,0.83676,0.76891,0.8589,0.66974,0.76388,0.71142,1.04505,0.000995512,0.000995512,0.000995512
23,196.219,0.76194,0.68932,1.02429,0.81941,0.78205,0.84014,0.66818,0.69586,0.65679,1.00265,0.000990012,0.000990012,0.000990012
24,204.608,0.73342,0.64706,1.01997,0.82946,0.82523,0.86701,0.682,0.72913,0.57407,1.00335,0.000984513,0.000984513,0.000984513
25,212.965,0.72034,0.64583,1.02314,0.80711,0.77231,0.83132,0.64975,0.68375,0.65784,1.00935,0.000979013,0.000979013,0.000979013
26,221.509,0.70358,0.63954,1.00975,0.79716,0.75519,0.82817,0.66198,0.69979,0.74786,1.00667,0.000973514,0.000973514,0.000973514
27,229.975,0.71631,0.63906,1.01345,0.8686,0.77827,0.87302,0.69355,0.7457,0.66832,1.02814,0.000968014,0.000968014,0.000968014
28,238.387,0.69795,0.63704,1.00403,0.85245,0.81542,0.87521,0.69664,0.67517,0.64346,0.9884,0.000962515,0.000962515,0.000962515
29,246.509,0.71213,0.62696,1.01088,0.82879,0.80282,0.85527,0.67983,0.69826,0.58951,0.99085,0.000957015,0.000957015,0.000957015
30,254.402,0.70129,0.63186,0.99819,0.84968,0.78735,0.84115,0.67269,0.69465,0.66175,1.0037,0.000951516,0.000951516,0.000951516
31,262.755,0.67078,0.61473,0.98283,0.79064,0.84514,0.86468,0.69658,0.69221,0.60525,0.99383,0.000946016,0.000946016,0.000946016
32,270.997,0.68439,0.61272,0.99539,0.87114,0.8062,0.87505,0.69724,0.70946,0.63113,1.00711,0.000940517,0.000940517,0.000940517
33,278.835,0.68931,0.58736,0.98818,0.85514,0.77994,0.85342,0.68686,0.65317,0.66236,0.97376,0.000935018,0.000935018,0.000935018
34,287.065,0.69631,0.59777,1.00346,0.81875,0.83438,0.86557,0.69685,0.69089,0.80349,1.00255,0.000929518,0.000929518,0.000929518
35,295.121,0.68762,0.60136,0.99686,0.79956,0.8279,0.87661,0.71061,0.67563,0.58574,0.98431,0.000924019,0.000924019,0.000924019
36,303.052,0.66555,0.56245,0.98243,0.92725,0.8144,0.89893,0.7115,0.68299,0.55574,1.00171,0.000918519,0.000918519,0.000918519
37,311.221,0.66404,0.55583,0.97977,0.87715,0.76731,0.88329,0.70131,0.67045,0.58541,0.98342,0.00091302,0.00091302,0.00091302
38,319.288,0.67278,0.55017,0.98309,0.84872,0.84872,0.89083,0.72516,0.66002,0.53325,0.96462,0.00090752,0.00090752,0.00090752
39,327.384,0.68467,0.55854,0.98829,0.83308,0.83766,0.89446,0.72436,0.66215,0.54915,0.97352,0.000902021,0.000902021,0.000902021
40,335.28,0.66864,0.60132,0.9837,0.83708,0.84716,0.88712,0.72507,0.66874,0.59566,0.96781,0.000896521,0.000896521,0.000896521
41,343.624,0.65845,0.56503,0.97414,0.87943,0.80442,0.89307,0.72334,0.63981,0.56604,0.96323,0.000891022,0.000891022,0.000891022
42,352.182,0.64613,0.53755,0.9691,0.88582,0.83953,0.89486,0.7312,0.6495,0.53819,0.97897,0.000885523,0.000885523,0.000885523
43,360.797,0.64668,0.54432,0.96772,0.85914,0.80791,0.88918,0.72453,0.62698,0.53566,0.95373,0.000880023,0.000880023,0.000880023
44,369.272,0.64444,0.53557,0.97529,0.89075,0.8113,0.86875,0.71069,0.63735,0.50114,0.95948,0.000874524,0.000874524,0.000874524
45,377.637,0.63891,0.55343,0.96386,0.88884,0.82605,0.89758,0.72586,0.66173,0.51788,0.97386,0.000869024,0.000869024,0.000869024
46,385.996,0.6231,0.51899,0.96564,0.84822,0.84657,0.88162,0.70364,0.65247,0.60656,0.96878,0.000863525,0.000863525,0.000863525
47,394.514,0.61974,0.49745,0.95495,0.88097,0.81526,0.87318,0.71701,0.63276,0.55104,0.9457,0.000858025,0.000858025,0.000858025
48,402.932,0.63938,0.53042,0.96514,0.85881,0.85104,0.9003,0.72357,0.63774,0.52056,0.95107,0.000852526,0.000852526,0.000852526
49,411.345,0.64156,0.52397,0.96368,0.863,0.83769,0.87053,0.71044,0.62765,0.5533,0.94899,0.000847026,0.000847026,0.000847026
50,419.747,0.62343,0.50074,0.96708,0.89444,0.84863,0.8907,0.72148,0.6383,0.50038,0.95923,0.000841527,0.000841527,0.000841527
51,428.165,0.61409,0.48797,0.95548,0.89428,0.83341,0.88662,0.72784,0.62004,0.49497,0.95645,0.000836027,0.000836027,0.000836027
52,436.633,0.61207,0.51227,0.96598,0.88289,0.83402,0.88983,0.72048,0.64702,0.60761,0.98722,0.000830528,0.000830528,0.000830528
53,445.023,0.60951,0.49244,0.95578,0.90111,0.82596,0.89319,0.73396,0.63786,0.48907,0.96643,0.000825029,0.000825029,0.000825029
54,453.342,0.61922,0.50293,0.96702,0.90848,0.85192,0.90301,0.73807,0.64856,0.48901,0.97922,0.000819529,0.000819529,0.000819529
55,461.833,0.63145,0.50618,0.97072,0.9015,0.82227,0.88148,0.71705,0.6652,0.52857,0.989,0.00081403,0.00081403,0.00081403
56,470.286,0.60664,0.47328,0.95627,0.88949,0.84033,0.89783,0.74514,0.61485,0.48734,0.94999,0.00080853,0.00080853,0.00080853
57,478.681,0.60001,0.47869,0.95492,0.87814,0.89031,0.90591,0.73601,0.6326,0.51031,0.96126,0.000803031,0.000803031,0.000803031
58,487.156,0.59353,0.45471,0.94738,0.89093,0.88033,0.91458,0.74835,0.59795,0.46952,0.94207,0.000797531,0.000797531,0.000797531
59,495.609,0.58926,0.46313,0.95103,0.91589,0.84576,0.91462,0.75407,0.61794,0.47777,0.95091,0.000792032,0.000792032,0.000792032
60,504.047,0.58721,0.46893,0.94845,0.88065,0.84564,0.88795,0.72591,0.60259,0.46929,0.94349,0.000786532,0.000786532,0.000786532
61,512.534,0.57828,0.47587,0.94789,0.87569,0.85541,0.9144,0.76093,0.62254,0.4737,0.95081,0.000781033,0.000781033,0.000781033
62,520.886,0.58552,0.47156,0.94446,0.91254,0.82044,0.89726,0.74496,0.62353,0.48751,0.95821,0.000775534,0.000775534,0.000775534
63,529.27,0.58114,0.46266,0.94962,0.88525,0.85576,0.89847,0.73988,0.60605,0.47472,0.94784,0.000770034,0.000770034,0.000770034
64,537.667,0.58535,0.45548,0.94632,0.89021,0.8582,0.90156,0.74392,0.60518,0.4562,0.95116,0.000764535,0.000764535,0.000764535
65,545.948,0.58002,0.46395,0.94911,0.91579,0.86491,0.92465,0.76076,0.60398,0.43665,0.94421,0.000759035,0.000759035,0.000759035
66,554.369,0.58858,0.45681,0.95125,0.90711,0.85221,0.92349,0.76323,0.6002,0.43937,0.93575,0.000753536,0.000753536,0.000753536
67,562.76,0.58148,0.43993,0.94805,0.91093,0.87468,0.91924,0.75635,0.59172,0.41346,0.93536,0.000748036,0.000748036,0.000748036
68,571.124,0.56856,0.44844,0.93794,0.87282,0.87724,0.90628,0.74137,0.64097,0.49593,0.95036,0.000742537,0.000742537,0.000742537
69,579.546,0.56629,0.44327,0.94459,0.89117,0.84786,0.90425,0.75377,0.6158,0.49014,0.94591,0.000737037,0.000737037,0.000737037
70,587.925,0.57798,0.4471,0.93811,0.87833,0.86407,0.91828,0.76062,0.59715,0.44945,0.93174,0.000731538,0.000731538,0.000731538
71,596.334,0.57613,0.45245,0.95247,0.91015,0.84233,0.92561,0.7685,0.5895,0.41709,0.93434,0.000726038,0.000726038,0.000726038
72,604.69,0.56562,0.4389,0.9362,0.92207,0.85931,0.9281,0.7647,0.60488,0.44784,0.94227,0.000720539,0.000720539,0.000720539
73,613.021,0.5477,0.43358,0.92556,0.91331,0.85682,0.91759,0.75872,0.61312,0.50532,0.94797,0.00071504,0.00071504,0.00071504
74,621.284,0.55752,0.4177,0.93921,0.87453,0.90427,0.922,0.7711,0.59218,0.41196,0.93708,0.00070954,0.00070954,0.00070954
75,629.663,0.55601,0.42498,0.93154,0.89877,0.84187,0.91571,0.76519,0.59307,0.4763,0.93743,0.000704041,0.000704041,0.000704041
76,638.026,0.56018,0.42501,0.9376,0.91404,0.84591,0.91422,0.75833,0.5932,0.44073,0.92693,0.000698541,0.000698541,0.000698541
77,646.353,0.55442,0.4142,0.92782,0.91659,0.87102,0.92599,0.76305,0.5835,0.42612,0.93035,0.000693042,0.000693042,0.000693042
78,654.678,0.55238,0.41417,0.92654,0.88941,0.87971,0.91044,0.75489,0.61339,0.45863,0.95536,0.000687542,0.000687542,0.000687542
79,662.996,0.55121,0.42104,0.93221,0.91269,0.87297,0.91117,0.74498,0.62945,0.46688,0.9601,0.000682043,0.000682043,0.000682043
80,671.501,0.54016,0.42672,0.93053,0.90576,0.86084,0.91847,0.76129,0.60725,0.49285,0.95758,0.000676543,0.000676543,0.000676543
81,679.878,0.53995,0.429,0.92679,0.86572,0.86829,0.89148,0.73793,0.61736,0.46263,0.9435,0.000671044,0.000671044,0.000671044
82,688.267,0.53511,0.4199,0.9229,0.90704,0.87622,0.92817,0.76997,0.59709,0.45338,0.92954,0.000665545,0.000665545,0.000665545
83,696.623,0.53939,0.41863,0.92306,0.89916,0.86228,0.92603,0.77498,0.60016,0.44049,0.94538,0.000660045,0.000660045,0.000660045
84,705.065,0.52835,0.40262,0.92464,0.91014,0.8712,0.92497,0.77205,0.60093,0.43917,0.94875,0.000654546,0.000654546,0.000654546
85,713.436,0.51033,0.3891,0.92049,0.91345,0.87914,0.91912,0.76187,0.57621,0.42803,0.92825,0.000649046,0.000649046,0.000649046
86,725.226,0.51949,0.39523,0.9264,0.915,0.87975,0.92731,0.77934,0.59309,0.42989,0.93999,0.000643547,0.000643547,0.000643547
87,740.037,0.51554,0.40774,0.91795,0.92601,0.87863,0.93069,0.78151,0.566,0.41633,0.92261,0.000638047,0.000638047,0.000638047
88,753.751,0.52651,0.41577,0.92393,0.89906,0.89857,0.92301,0.78169,0.5502,0.40531,0.91373,0.000632548,0.000632548,0.000632548
89,764.132,0.53856,0.40519,0.92106,0.89547,0.86843,0.89675,0.74377,0.58126,0.44033,0.93099,0.000627048,0.000627048,0.000627048
90,773.53,0.53484,0.4014,0.92673,0.91304,0.8755,0.91929,0.76727,0.60285,0.44506,0.9348,0.000621549,0.000621549,0.000621549
91,781.954,0.50664,0.38072,0.91136,0.93431,0.83697,0.91467,0.76824,0.58894,0.4648,0.92468,0.000616049,0.000616049,0.000616049
92,790.808,0.51341,0.38522,0.91553,0.888,0.88251,0.916,0.76363,0.57455,0.47368,0.9181,0.00061055,0.00061055,0.00061055
93,799.527,0.51223,0.38646,0.91554,0.91509,0.89569,0.93012,0.77535,0.60962,0.41745,0.94165,0.000605051,0.000605051,0.000605051
94,808.271,0.53025,0.39224,0.92402,0.89058,0.86181,0.9133,0.76423,0.57539,0.42944,0.92804,0.000599551,0.000599551,0.000599551
95,816.695,0.51182,0.39065,0.91583,0.92237,0.88611,0.92857,0.77946,0.57102,0.40437,0.91966,0.000594052,0.000594052,0.000594052
96,824.922,0.49985,0.37428,0.916,0.91827,0.87201,0.92006,0.76892,0.57301,0.3977,0.92943,0.000588552,0.000588552,0.000588552
97,833.284,0.5056,0.38265,0.91371,0.90766,0.88395,0.91663,0.76308,0.5811,0.43802,0.93019,0.000583053,0.000583053,0.000583053
98,841.764,0.49991,0.38415,0.91068,0.92967,0.87424,0.93087,0.77428,0.58321,0.42292,0.92896,0.000577553,0.000577553,0.000577553
99,849.998,0.5038,0.38876,0.91483,0.90919,0.85915,0.90774,0.76224,0.56893,0.40714,0.92274,0.000572054,0.000572054,0.000572054
100,858.376,0.48813,0.36996,0.91018,0.91889,0.85825,0.92375,0.7695,0.57291,0.42902,0.92089,0.000566554,0.000566554,0.000566554
101,866.653,0.4888,0.36907,0.91103,0.88271,0.86412,0.91071,0.76733,0.56365,0.45465,0.92284,0.000561055,0.000561055,0.000561055
102,875.197,0.47893,0.36531,0.90652,0.90979,0.87382,0.9195,0.77552,0.57035,0.41574,0.93155,0.000555556,0.000555556,0.000555556
103,883.425,0.49884,0.39224,0.90947,0.93824,0.85602,0.91731,0.77542,0.57154,0.41145,0.92514,0.000550056,0.000550056,0.000550056
104,891.746,0.49742,0.37168,0.90986,0.92647,0.84019,0.91734,0.7692,0.55967,0.41967,0.92184,0.000544557,0.000544557,0.000544557
105,900.181,0.47248,0.35284,0.90553,0.91117,0.87315,0.92204,0.77285,0.57878,0.41856,0.94321,0.000539057,0.000539057,0.000539057
106,908.482,0.49167,0.37101,0.90721,0.89368,0.88662,0.92029,0.77493,0.55008,0.40119,0.91649,0.000533558,0.000533558,0.000533558
107,916.886,0.47465,0.35306,0.90091,0.90201,0.86847,0.91944,0.77029,0.5779,0.42318,0.9285,0.000528058,0.000528058,0.000528058
108,925.311,0.48341,0.35287,0.90314,0.92778,0.86212,0.92756,0.78451,0.53944,0.37889,0.91472,0.000522559,0.000522559,0.000522559
109,933.716,0.47429,0.34852,0.90385,0.91649,0.86589,0.9223,0.77765,0.55213,0.38363,0.91946,0.000517059,0.000517059,0.000517059
110,942.123,0.47961,0.36483,0.90519,0.94944,0.8637,0.94306,0.79149,0.54706,0.36639,0.91905,0.00051156,0.00051156,0.00051156
111,950.441,0.47662,0.35578,0.90451,0.93225,0.86146,0.92527,0.77899,0.55584,0.38846,0.9209,0.00050606,0.00050606,0.00050606
112,958.825,0.47802,0.3502,0.90468,0.91357,0.85205,0.91164,0.77056,0.54739,0.38675,0.91293,0.000500561,0.000500561,0.000500561
113,967.141,0.47188,0.33629,0.90158,0.87606,0.86529,0.89737,0.75983,0.54854,0.41146,0.90986,0.000495062,0.000495062,0.000495062
114,975.516,0.46812,0.33912,0.89803,0.94217,0.84374,0.9154,0.77327,0.54495,0.40464,0.91029,0.000489562,0.000489562,0.000489562
115,983.841,0.46526,0.33975,0.90478,0.93637,0.84473,0.91782,0.77979,0.53554,0.42022,0.91264,0.000484063,0.000484063,0.000484063
116,992.249,0.45426,0.33592,0.89721,0.90753,0.85851,0.91285,0.78105,0.55546,0.43752,0.9279,0.000478563,0.000478563,0.000478563
117,1000.68,0.47401,0.34647,0.90007,0.882,0.88398,0.90956,0.77491,0.54558,0.43147,0.92474,0.000473064,0.000473064,0.000473064
118,1008.95,0.47088,0.34832,0.89892,0.91475,0.87362,0.91782,0.77454,0.55543,0.40032,0.91968,0.000467564,0.000467564,0.000467564
119,1017.26,0.45773,0.33715,0.90471,0.87913,0.89286,0.9148,0.7725,0.55876,0.44195,0.92597,0.000462065,0.000462065,0.000462065
120,1025.57,0.45744,0.33583,0.89477,0.91692,0.88622,0.92449,0.77714,0.54538,0.40627,0.91635,0.000456565,0.000456565,0.000456565
121,1033.83,0.46093,0.33142,0.90207,0.91344,0.8839,0.91973,0.78034,0.53557,0.39021,0.90598,0.000451066,0.000451066,0.000451066
122,1042.14,0.44847,0.32744,0.89048,0.9352,0.86723,0.91843,0.77949,0.53842,0.39766,0.9051,0.000445567,0.000445567,0.000445567
123,1050.43,0.44275,0.3305,0.89514,0.93847,0.84115,0.91619,0.78223,0.54092,0.39104,0.90941,0.000440067,0.000440067,0.000440067
124,1058.75,0.45251,0.33827,0.89274,0.92721,0.86001,0.9255,0.78793,0.55537,0.38626,0.91736,0.000434568,0.000434568,0.000434568
125,1066.83,0.44464,0.32741,0.89185,0.90413,0.86181,0.9086,0.77519,0.53815,0.40999,0.91174,0.000429068,0.000429068,0.000429068
126,1075.29,0.44165,0.32052,0.89386,0.94334,0.84313,0.91931,0.78143,0.54172,0.38829,0.90653,0.000423569,0.000423569,0.000423569
127,1083.01,0.44686,0.32515,0.89021,0.93172,0.86182,0.91681,0.77704,0.53897,0.38648,0.90615,0.000418069,0.000418069,0.000418069
128,1090.76,0.4356,0.31883,0.89332,0.9266,0.89789,0.93401,0.79374,0.54006,0.41126,0.91313,0.00041257,0.00041257,0.00041257
129,1098.89,0.44507,0.33097,0.88995,0.94328,0.87972,0.93874,0.79832,0.55546,0.40991,0.9144,0.00040707,0.00040707,0.00040707
130,1107.3,0.43999,0.31954,0.88852,0.90205,0.86582,0.91648,0.77746,0.53641,0.40631,0.89335,0.000401571,0.000401571,0.000401571
131,1115.18,0.43488,0.32242,0.88575,0.89776,0.8587,0.90521,0.77177,0.53212,0.41982,0.89618,0.000396071,0.000396071,0.000396071
132,1123.05,0.43809,0.33136,0.89213,0.88804,0.84765,0.89525,0.75646,0.52982,0.41677,0.9075,0.000390572,0.000390572,0.000390572
133,1131.01,0.44518,0.33075,0.89426,0.88973,0.86658,0.91238,0.7753,0.54134,0.44529,0.90973,0.000385073,0.000385073,0.000385073
134,1138.88,0.43227,0.3203,0.89434,0.90465,0.88513,0.92608,0.78978,0.54265,0.42087,0.91504,0.000379573,0.000379573,0.000379573
135,1146.81,0.44041,0.31483,0.8911,0.93279,0.8426,0.91706,0.7852,0.54047,0.44931,0.9086,0.000374074,0.000374074,0.000374074
136,1154.63,0.43357,0.31747,0.88916,0.92191,0.84441,0.92853,0.79337,0.53026,0.40254,0.90284,0.000368574,0.000368574,0.000368574
137,1162.48,0.42286,0.30197,0.8821,0.92542,0.87155,0.91381,0.78462,0.53008,0.4274,0.89837,0.000363075,0.000363075,0.000363075
138,1170.31,0.41606,0.3089,0.88633,0.93142,0.84758,0.9161,0.78783,0.53813,0.41733,0.90514,0.000357575,0.000357575,0.000357575
139,1178.13,0.43295,0.32048,0.88485,0.91999,0.86466,0.91674,0.78336,0.53082,0.38592,0.90773,0.000352076,0.000352076,0.000352076
140,1185.87,0.42336,0.3248,0.88764,0.91723,0.85351,0.92807,0.79781,0.51787,0.36703,0.90064,0.000346576,0.000346576,0.000346576
141,1193.7,0.42214,0.31029,0.88735,0.91671,0.85252,0.90379,0.77839,0.52065,0.3837,0.89765,0.000341077,0.000341077,0.000341077
142,1201.37,0.41525,0.30238,0.88693,0.9126,0.87715,0.91982,0.78801,0.52714,0.3727,0.8988,0.000335578,0.000335578,0.000335578
143,1209.31,0.42658,0.31762,0.88867,0.9119,0.88754,0.92877,0.79307,0.54157,0.37628,0.90452,0.000330078,0.000330078,0.000330078
144,1216.96,0.41517,0.31156,0.8828,0.91443,0.86457,0.93646,0.80478,0.52007,0.35037,0.89846,0.000324579,0.000324579,0.000324579
145,1224.69,0.40371,0.29069,0.87962,0.89243,0.91033,0.93981,0.80597,0.50898,0.36282,0.89209,0.000319079,0.000319079,0.000319079
146,1232.67,0.40019,0.29976,0.88198,0.90405,0.89467,0.92638,0.79435,0.51609,0.38192,0.90057,0.00031358,0.00031358,0.00031358
147,1240.97,0.40745,0.29786,0.87976,0.89161,0.90253,0.91284,0.77993,0.50946,0.40025,0.89326,0.00030808,0.00030808,0.00030808
148,1249.44,0.40579,0.3005,0.88262,0.90464,0.9061,0.93233,0.80061,0.5214,0.41146,0.90397,0.000302581,0.000302581,0.000302581
149,1257.98,0.40267,0.29352,0.88342,0.92467,0.88259,0.93021,0.79936,0.51722,0.3958,0.89065,0.000297081,0.000297081,0.000297081
150,1266.42,0.40114,0.29287,0.87998,0.92379,0.8884,0.92851,0.79757,0.52039,0.37963,0.89419,0.000291582,0.000291582,0.000291582
151,1274.77,0.39941,0.29483,0.87665,0.91246,0.88743,0.92678,0.79684,0.52018,0.39688,0.89658,0.000286083,0.000286083,0.000286083
152,1283.26,0.40321,0.28376,0.87949,0.91871,0.89332,0.92165,0.78697,0.52878,0.40479,0.90728,0.000280583,0.000280583,0.000280583
153,1291.34,0.40387,0.29036,0.882,0.92885,0.8821,0.92226,0.79184,0.52002,0.37246,0.90262,0.000275084,0.000275084,0.000275084
154,1299.72,0.39177,0.28302,0.8765,0.88039,0.89148,0.91794,0.78787,0.52262,0.40135,0.90316,0.000269584,0.000269584,0.000269584
155,1307.53,0.39651,0.28761,0.88052,0.89269,0.90417,0.93201,0.79933,0.50789,0.37,0.90172,0.000264085,0.000264085,0.000264085
156,1315.38,0.39216,0.28148,0.87094,0.90556,0.89756,0.93492,0.80274,0.515,0.38236,0.90257,0.000258585,0.000258585,0.000258585
157,1323.1,0.39171,0.28463,0.87916,0.90286,0.92198,0.92757,0.7982,0.51325,0.39195,0.90069,0.000253086,0.000253086,0.000253086
158,1330.86,0.39453,0.28773,0.87682,0.91702,0.90284,0.94213,0.81221,0.5156,0.37711,0.90474,0.000247586,0.000247586,0.000247586
159,1338.77,0.38662,0.28719,0.87345,0.95036,0.88157,0.93797,0.80598,0.51926,0.38805,0.90442,0.000242087,0.000242087,0.000242087
160,1346.52,0.39269,0.2813,0.8764,0.93817,0.89298,0.93979,0.80891,0.50402,0.34937,0.8948,0.000236587,0.000236587,0.000236587
161,1354.32,0.39452,0.28848,0.88036,0.9417,0.88559,0.93594,0.80631,0.50604,0.36181,0.89388,0.000231088,0.000231088,0.000231088
162,1362.17,0.38596,0.27401,0.87134,0.95289,0.89756,0.93625,0.80999,0.50501,0.36113,0.89271,0.000225589,0.000225589,0.000225589
163,1370.15,0.38715,0.2857,0.87805,0.93072,0.89334,0.93102,0.80352,0.51013,0.37427,0.89359,0.000220089,0.000220089,0.000220089
164,1378.45,0.37095,0.27337,0.86608,0.93343,0.90475,0.94103,0.80363,0.50579,0.34245,0.88842,0.00021459,0.00021459,0.00021459
165,1386.11,0.3764,0.27978,0.86853,0.93754,0.9022,0.94199,0.81119,0.49929,0.33894,0.88625,0.00020909,0.00020909,0.00020909
166,1394.48,0.38565,0.28169,0.87114,0.93268,0.89191,0.92942,0.80252,0.50002,0.34967,0.88794,0.000203591,0.000203591,0.000203591
167,1402.86,0.37725,0.26746,0.87052,0.93375,0.90093,0.93376,0.80813,0.49528,0.34302,0.88314,0.000198091,0.000198091,0.000198091
168,1411.08,0.36562,0.27761,0.86941,0.93223,0.88423,0.9253,0.79716,0.49605,0.35798,0.89089,0.000192592,0.000192592,0.000192592
169,1418.82,0.36803,0.276,0.87076,0.93825,0.86631,0.92944,0.8004,0.50536,0.3728,0.89274,0.000187092,0.000187092,0.000187092
170,1426.68,0.37537,0.27181,0.87145,0.9244,0.8926,0.93317,0.80606,0.49856,0.36248,0.88857,0.000181593,0.000181593,0.000181593
171,1434.48,0.36359,0.26972,0.86556,0.94254,0.87435,0.93275,0.80443,0.49129,0.36026,0.88795,0.000176094,0.000176094,0.000176094
172,1442.14,0.36423,0.26075,0.8699,0.95496,0.89115,0.93791,0.81236,0.49248,0.34852,0.88975,0.000170594,0.000170594,0.000170594
173,1450,0.36746,0.26544,0.87154,0.93664,0.88994,0.93415,0.80811,0.49716,0.35115,0.88735,0.000165095,0.000165095,0.000165095
174,1457.74,0.36675,0.26323,0.86763,0.94636,0.88815,0.92766,0.80251,0.49661,0.36341,0.88917,0.000159595,0.000159595,0.000159595
175,1465.5,0.36478,0.26582,0.87049,0.93818,0.89688,0.93442,0.80995,0.48849,0.33956,0.88996,0.000154096,0.000154096,0.000154096
176,1473.32,0.37101,0.27227,0.87747,0.95456,0.89796,0.93174,0.80677,0.49739,0.34664,0.89619,0.000148596,0.000148596,0.000148596
177,1481.34,0.36917,0.26807,0.86874,0.95805,0.89365,0.93339,0.80685,0.49949,0.35534,0.89935,0.000143097,0.000143097,0.000143097
178,1489.63,0.36218,0.25802,0.87002,0.94603,0.89598,0.93507,0.80506,0.49938,0.34613,0.90014,0.000137597,0.000137597,0.000137597
179,1497.89,0.35627,0.25756,0.87097,0.9406,0.89733,0.93469,0.80908,0.49468,0.3528,0.89572,0.000132098,0.000132098,0.000132098
180,1506.31,0.35591,0.25708,0.867,0.92589,0.90755,0.93543,0.80821,0.50193,0.34886,0.8966,0.000126598,0.000126598,0.000126598
181,1514.09,0.35973,0.25786,0.86672,0.9299,0.90706,0.93579,0.80709,0.50406,0.34981,0.89988,0.000121099,0.000121099,0.000121099
182,1522.6,0.34257,0.25507,0.86276,0.95747,0.89045,0.93809,0.81185,0.49907,0.34225,0.89736,0.0001156,0.0001156,0.0001156
183,1531.08,0.35561,0.25368,0.86632,0.94444,0.90235,0.9389,0.81212,0.49375,0.34367,0.89303,0.0001101,0.0001101,0.0001101
184,1539.34,0.35239,0.25454,0.87154,0.95269,0.89355,0.93697,0.81308,0.48792,0.35176,0.89102,0.000104601,0.000104601,0.000104601
185,1547.12,0.35585,0.25685,0.86686,0.94507,0.89994,0.93889,0.81227,0.48604,0.33779,0.89145,9.91012e-05,9.91012e-05,9.91012e-05
